name	AMCSD_code
Inderborite	5383
Diopside	5384
Diopside	5385
Diopside	5386
Diopside	5387
Diopside	5388
Diopside	5389
Diopside	5390
Diopside	5391
Diopside	5392
Diopside	5393
Diopside	5394
Forsterite	5395
Forsterite	5396
Forsterite	5397
Forsterite	5398
Forsterite	5399
Forsterite	5400
Forsterite	5401
Forsterite	5402
Forsterite	5403
Forsterite	5404
Forsterite	5405
Na3Ca6(UO2)4(CO3)12(H2O)17	5406
Gagarinite-(Y)	5407
Ferritungstite	5408
Abenakiite-(Ce)	5409
Gaultite	5410
Synchysite-(Ce)	5411
Poitevinite	5412
Poitevinite	5413
Poitevinite	5414
Kaliborite	5415
Tunellite	5416
Tusionite	5417
Fichtelite	5418
Tremolite	5419
Pargasite	5420
Pargasite	5421
Pargasite	5422
Pargasite	5423
Pargasite	5424
Fluoropargasite	5425
Fluoropargasite	5426
Parakhinite	5427
Khinite	5428
Wattersite	5429
Schorlomite	5430
Schorlomite	5431
Claringbullite	5432
Frankhawthorneite	5433
Skinnerite	5434
Owensite	5435
Fluor-uvite	5436
Fluor-uvite	5437
Fluor-uvite	5438
Fluor-uvite	5439
Fluor-uvite	5440
Fluor-uvite	5441
Fluor-uvite	5442
Fluor-uvite	5443
Fluor-uvite	5444
Boromuscovite	5445
Boromuscovite	5446
Hornblende	5447
Hornblende	5448
Hornblende	5449
Hornblende	5450
Hornblende	5451
Hornblende	5452
Hornblende	5453
Hornblende	5454
Pargasite	5455
Pargasite	5456
Hornblende	5457
Pargasite	5458
Pargasite	5459
Cuspidine	5460
Olivenite	5461
Olivenite	5462
Varennesite	5463
Lindsleyite	5464
Zippeite	5465
Guilleminite	5466
Geminite	5467
Mottramite	5468
Diaboleite	5469
Hambergite	5470
Hambergite	5471
Hambergite	5472
Hambergite	5473
Hambergite	5474
Uvite	5475
Murataite-(Y)	5476
Jensenite	5477
Clinoatacamite	5478
Ludlockite	5479
Shigaite	5480
Rapidcreekite	5481
Phosinaite-(Ce)	5482
Muscovite	5483
Muscovite	5484
Muscovite	5485
Fluoronyboite	5486
Fluoronyboite	5487
Nyboite	5488
Fluorotaramite	5489
Magnesiotaramite	5490
Magnesiotaramite	5491
Magnesiokatophorite	5492
Magnesiokatophorite	5493
Pargasite	5494
Pargasite	5495
Pargasite	5496
Pargasite	5497
Keyite	5498
Shomiokite-(Y)	5499
Penobsquisite	5500
Perovskite	5501
Sabinaite	5502
Iimoriite-(Y)	5503
Spiroffite	5504
Arrojadite-(BaFe)	5505
Hornblende	5506
Fluor-arfvedsonite	5507
Fluor-arfvedsonite	5508
Liottite	5509
Marialite	5510
Marialite	5511
Marialite	5512
Marialite	5513
Staurolite	5514
Vesuvianite	5515
Vesuvianite	5516
Schoepite	5517
Nezilovite	5518
Magnetoplumbite	5519
Hibonite	5520
Gallobeudantite	5521
Sheldrickite	5522
Horvathite-(Y)	5523
Brianroulstonite	5524
Leisingite	5525
Deanesmithite	5526
Zvyagintsevite	5527
Wicksite	5528
Marshite	5529
Brackebuschite	5530
Vistepite	5531
Nuffieldite	5532
Jorgensenite	5533
Burangaite	5534
Norbergite	5535
Norbergite	5536
Redledgeite	5537
Potassicpargasite	5538
Latrappite	5539
Richetite	5540
Annite-(Cs)	5541
Loveringite	5542
Loveringite	5543
Wurtzite-4H	5544
Gerenite-(Y)	5545
Kukharenkoite-(Ce)	5546
Tadzhikite-(Ce)	5547
Dugganite	5548
Muscovite	5549
Muscovite	5550
Vesuvianite	5551
Vesuvianite	5552
Na2MgGd2(Si4O12)F2	5553
Ba(ZnPO4)2	5554
Ba(ZnAsO4)2	5555
Sr(ZnAsO4)2	5556
Celestine	5557
Anglesite	5558
Barite	5559
Baryte	5560
Compreignacite	5561
Boltwoodite	5562
Blatterite	5563
Trembathite	5564
Schoenfliesite	5565
Wickmanite	5566
Burtite	5567
Fluoro-magnesio-aluminokatophorite	5568
Fluoro-magnesio-aluminokatophorite	5569
Fluoro-magnesio-aluminokatophorite	5570
Pargasite	5571
Scapolite	5572
Scapolite	5573
Scapolite	5574
Scapolite	5575
Scapolite	5576
Scapolite	5577
IMA2008-065	5578
Thomasclarkite-(Y)	5579
Tienshanite	5580
Vuonnemite	5581
Vuonnemite	5582
Lizardite-1T	5583
Lizardite-1T	5584
Lizardite-1T	5585
Lizardite-2H1	5586
Lizardite-2H1	5587
Lizardite-2H1	5588
Antigorite	5589
Jamesite	5590
Betpakdalite-CaCa	5591
Esperanzaite	5592
Wooldridgeite	5593
Nacaphite	5594
Edoylerite	5595
Poyarkovite	5596
Phlogopite	5597
Phlogopite	5598
Phlogopite	5599
Phlogopite	5600
Phlogopite	5601
Phlogopite	5602
Choloalite	5603
Vesuvianite	5604
Darapiozite	5605
Hanawaltite	5606
Eudialyte	5607
Eudialyte	5608
Kentbrooksite	5609
Kentbrooksite	5610
Oneillite	5611
Khomyakovite	5612
Eudialyte	5613
Eudialyte	5614
Eudialyte	5615
Eudialyte	5616
Eudialyte	5617
Eudialyte	5618
Kentbrooksite	5619
Eudialyte	5620
Eudialyte	5621
Kentbrooksite	5622
Kentbrooksite	5623
Bideauxite	5624
Bideauxite	5625
Kettnerite	5626
Rutherfordine	5627
Ludwigite	5628
Walfordite	5629
Sidpietersite	5630
Cs3[(UO2)12O7(OH)13](H2O)3	5631
Calciotantite	5632
Foitite	5633
Ferrokinoshitalite	5634
Coskrenite-(Ce)	5635
Schuilingite-(Nd)	5636
Arakiite	5637
Masuyite	5638
Loparite-(Ce)	5639
Loparite-(Ce)	5640
Loparite-(Ce)	5641
Bijvoetite-(Y)	5642
K5[(UO2)10O8(OH)9](H2O)	5643
Curite	5644
Diopside	5645
Cu1.6Pb1.6Bi6.4S12	5646
Henrymeyerite	5647
Niobokupletskite	5648
Normandite	5649
Normandite	5650
Yoshimuraite	5651
Franzinite	5652
Potassic-ferrisadanagaite	5653
Bandylite	5654
Umohoite	5655
Curite	5656
Curite	5657
Curite	5658
Curite	5659
Curite	5660
Curite	5661
Curite	5662
Curite	5663
Curite	5664
Curite	5665
Curite	5666
Curite	5667
Curite	5668
Curite	5669
Curite	5670
Fourmarierite	5671
Fourmarierite	5672
Fourmarierite	5673
Fourmarierite	5674
Fourmarierite	5675
Fourmarierite	5676
Fourmarierite	5677
Fourmarierite	5678
Fourmarierite	5679
Fourmarierite	5680
Fourmarierite	5681
Fourmarierite	5682
Fourmarierite	5683
Boleite	5684
Juabite	5685
Andyrobertsite	5686
Bakhchisaraitsevite	5687
Fluorapatite	5688
Apatite-(CaF)	5689
Belovite-(Ce)	5690
Iriginite	5691
Sogdianite	5692
Olenite	5693
Diopside	5694
Meionite	5695
Meionite	5696
Meionite	5697
Meionite	5698
Bazzite	5699
Bazzite	5700
Vayrynenite	5701
Pb2(H2O)[(UO2)10UO12(OH)6(H2O)2]	5702
Adamsite-(Y)	5703
Bismutotantalite	5704
Bismutotantalite	5705
Sr2B5O9OH.H2O	5706
Olshanskyite	5707
Swedenborgite	5708
Malinkoite	5709
Winchite	5710
Mitryaevaite	5711
Weeksite	5712
Na6[(UO2)2O(MoO4)4]	5713
Na6[(UO2)(MoO4)4]	5714
K6[(UO2)2O(MoO4)4]	5715
Cs2[(UO2)6(MoO4)7(H2O)2]	5716
(NH4)2[(UO2)6(MoO4)7(H2O)2]	5717
Bigcreekite	5718
Fedorite	5719
Fedorite	5720
Schwartzembergite	5721
Marthozite	5722
Beta-As4S4	5723
Fencooperite	5724
Polyakovite-(Ce)	5725
Hingganite-(Y)	5726
Hingganite-(Y)	5727
Hingganite-(Y)	5728
Gladiusite	5729
Uranopilite	5730
Grimselite	5731
Haiweeite	5732
Muscovite-2M1	5733
Muscovite-2M1	5734
Muscovite-2M1	5735
Muscovite-2M1	5736
Muscovite-2M1	5737
Nacaphite	5738
Quadruphite	5739
Natrolemoynite	5740
Delindeite	5741
Baricite	5742
Orthominasragrite	5743
Phlogopite	5744
Phlogopite	5745
Phlogopite	5746
Phlogopite	5747
Phlogopite	5748
Phlogopite	5749
Phlogopite	5750
Phlogopite	5751
Phlogopite	5752
Neyite	5753
Paarite	5754
Xilingolite	5755
Bornemanite	5756
Rinmanite	5757
Dickthomssenite	5758
Pargasite	5759
Nabesite	5760
Telyushenkoite	5761
Leifite	5762
Na2[(UO2)(MoO4)2]	5763
K2[(UO2)(MoO4)2](H2O)	5764
Cs4[(UO2)3O(MoO4)2(MoO5)]	5765
Cs6[(UO2)(MoO4)4]	5766
KNa5[(UO2)(SO4)4](H2O)	5767
Ca[(UO2)4O3(OH)4](H2O)2	5768
Emilite	5769
Bismutite	5770
Beyerite	5771
Cobaltarthurite	5772
Aminoffite	5773
Seamanite	5774
Ushkovite	5775
Simonkolleite	5776
Paranatisite	5777
Megakalsilite	5778
Meliphanite	5779
Gladite	5780
Gladite	5781
Krupkaite	5782
Krupkaite	5783
Krupkaite	5784
Krupkaite	5785
Cerite-(La)	5786
Melanothallite	5787
Sewardite	5788
Priceite	5789
Ordonezite	5790
Fersmanite	5791
Hummerite	5792
Kutinaite	5793
(UO2)Mo2O7(H2O)2	5794
Na[(UO2)4O2(OH)5](H2O)2	5795
Burnsite	5796
Manganlotharmeyerite	5797
Gjerdingenite-Fe	5798
Pretulite	5799
Walkerite	5800
Keilite	5801
Astrophyllite	5802
Astrophyllite	5803
Kupletskite	5804
Astrophyllite	5805
Astrophyllite	5806
Kupletskite	5807
Kupletskite	5808
Astrophyllite	5809
Kupletskite	5810
Kupletskite	5811
Kupletskite	5812
Kupletskite	5813
Kupletskite	5814
Kupletskite	5815
Kupletskite	5816
Kupletskite	5817
Astrophyllite	5818
Astrophyllite	5819
Kupletskite	5820
Niobokupletskite	5821
Nepheline	5822
Nepheline	5823
Nepheline	5824
Arseniopleite	5825
Nikischerite	5826
Bobjonesite	5827
Bergenite	5828
Wagnerite	5829
Torbernite	5830
Zeunerite	5831
Metatorbernite	5832
Metazeunerite	5833
Chlorbartonite	5834
Moskvinite-(Y)	5835
Spodumene	5836
Spodumene	5837
Stannite	5838
Stannite	5839
Stannite	5840
Kesterite	5841
Kesterite	5842
Kesterite	5843
Siderotil	5844
Uranosphaerite	5845
Uranosphaerite	5846
Zippeite	5847
Natrozippeite	5848
Zippeite	5849
Zippeite	5850
Magnesiozippeite	5851
Zinczippeite	5852
Cobaltzippeite	5853
Magnesiozippeite	5854
Magnesiozippeite	5854
Cobaltzippeite	5853
Zinczippeite	5852
Magnesiozippeite	5851
Natrozippeite	5848
Na3Tl3[(UO2)(MoO4)4]	5855
Na13-xTl3+x[(UO2)(MoO4)3]4(H2O)6+x (x=0.1)	5856
Na3Tl5[(UO2)(MoO4)2]2(H2O)3	5857
Na2[(UO2)(MoO4)2](H2O)4	5858
Nepheline	5859
Ferriallanite-(Ce)	5860
Vesuvianite	5861
Vesuvianite	5862
Vesuvianite	5863
Argentojarosite	5864
K5Na2Cu24(CO3)16Cl3(OH)20(H2O)12	5865
Melanterite	5866
Melanterite	5867
Melanterite	5868
Melanterite	5869
Melanterite	5870
Melanterite	5871
Melanterite	5872
Melanterite	5873
Melanterite	5874
Melanterite	5875
Melanterite	5876
Pb4O(VO4)2	5877
Anorthominasragrite	5878
Hillite	5879
Paravinogradovite	5880
Orlandiite	5881
Kupcikite	5882
Vasilyevite	5883
Seidite-(Ce)	5884
Shcherbakovite	5885
Gotzenite	5886
Rosenbuschite	5887
Seidozerite	5888
Tl2[(UO2)2O(MoO5)]	5889
Sodic-ferri-ferropedrizite	5890
Ferri-clinoferroholmquistite	5891
Olenite	5892
Olenite	5893
Fluorvesuvianite	5894
Danalite	5895
Danalite	5896
Danalite	5897
Danalite	5898
Danalite	5899
Danalite	5900
Danalite	5901
Danalite	5902
Danalite	5903
Danalite	5904
Danalite	5905
Danalite	5906
Danalite	5907
Danalite	5908
Danalite	5909
Danalite	5910
Danalite	5911
Danalite	5912
Danalite	5913
Danalite	5914
Danalite	5915
Danalite	5916
Ansermetite	5917
Schlemaite	5918
Grechishchevite	5919
Ag10[(UO2)8O8(Mo5O20)]	5920
Uzonite	5921
Winstanleyite	5922
Cuprobismutite	5923
Hodrushite	5924
Hodrushite	5925
Radtkeite	5926
Kuannersuite-(Ce)	5927
Maleevite	5928
Pekovite	5929
Zeravshanite	5930
Kingite	5931
Bobfergusonite	5932
Johillerite	5933
Sturmanite	5934
Turanite	5935
Nevadaite	5936
Goldquarryite	5937
Haineaultite	5938
Ilimaussite-(Ce)	5939
Epistolite	5940
Hubeite	5941
Skippenite	5942
Li[(UO2)(PO4)](H2O)4	5943
Metanatroautunite	5944
Na[(UO2)(AsO4)](H2O)3	5945
K[(UO2)(AsO4)](H2O)3	5946
Rb[(UO2)(PO4)](H2O)3	5947
Rb[(UO2)(AsO4)](H2O)3	5948
Ag[(UO2)(PO4)](H2O)3	5949
Ag[(UO2)(AsO4)](H2O)3	5950
Tl[(UO2)(PO4)](H2O)3	5951
Tl[(UO2)(AsO4)](H2O)3	5952
Cs2[(UO2)(PO4)]2(H2O)5	5953
Cs(H3O)[(UO2)(AsO4)]2(H2O)5	5954
Linekite	19771
Arapovite	5955
Chevkinite-(Ce)	5956
Chevkinite-(Ce)	5957
Chevkinite-(Ce)	5958
Chevkinite-(Ce)	5959
Calcium catapleiite	5960
Calciocatapleiite	5961
Ca8[Al12O24](CrO4)2	5962
Ca8[Al12O24](CrO4)2	5963
Ca8[Al12O24](CrO4)2	5964
Ca8[Al12O24](CrO4)2	5965
Ca8[Al12O24](CrO4)2	5966
Ca8[Al12O24](CrO4)2	5967
Ca8[Al12O24](CrO4)2	5968
Ca8[Al12O24](CrO4)2	5969
Ca8[Al12O24](CrO4)2	5970
Ca8[Al12O24](CrO4)2	5971
Ca8[Al12O24](CrO4)2	5972
Ca8[Al12O24](CrO4)2	5973
Olenite	5974
Haleniusite-(La)	5975
Lithiophilite	5976
Lithiophilite	5977
Triphylite	5978
Triphylite	5979
Triphylite	5980
Mn[UO2AsO4]2(H2O)12	5981
Kirchheimerite	5982
Novacekite	5983
Novacekite I	5984
Ni[UO2AsO4]2(H2O)12	5985
Ni[UO2PO4]2(H2O)12	5986
Mn[UO2PO4]2(H2O)10	5987
Co[UO2PO4]2(H2O)10	5988
Ni[UO2PO4]2(H2O)10	5989
Novacekite II	5990
Mn[UO2AsO4]2(H2O)8	5991
Metakahlerite	5992
Metakirchheimerite	5993
Fischesserite	5994
Putzite	5995
Pyrophanite	5996
Pyrophanite	5997
Pyrophanite-ecandrewsite	5998
Ecandrewsite	5999
Ecandrewsite	6000
Cu2V2O7	6001
Tennantite	6002
Milotaite	6003
Cs2[(UO2)(MoO4)2]	6004
Cs2[(UO2)(MoO4)2](H2O)	6005
Sr[(UO2)(PO4)]2(H2O)11	6006
Sr[(UO2)(AsO4)]2(H2O)8	6007
Sr[(UO2)(AsO4)]2(H2O)11	6008
Heinrichite	6009
Meta-uranocircite I	6010
Metauranocircite I	6011
Metauranocircite II	6012
Meta-uranocircite II	6013
Fluorcaphite	6014
Fluorcaphite	6015
Bobtraillite	6016
NaBSiO4	6017
Titanite	6018
Titanite	6019
Rouxelite	6020
Uranospathite	6021
Al0.67[(UO2)(PO4)]2(H2O)15.5	6022
Strontioginorite	6023
Manganilvaite	6024
Manganilvaite	6025
Dolomite	6026
Dolomite	6027
Dolomite	6028
Dolomite	6029
Dolomite	6030
Dolomite	6031
Dolomite	6032
Chromite	6033
Chromite	6034
Spinel	6035
Magnesiochromite	6036
Chromite	6037
Spinel	6038
Magnesiochromite	6039
Spinel	6040
Magnesiochromite	6041
Magnesiochromite	6042
Spinel	6043
Spinel	6044
Spinel	6045
Magnesiochromite	6046
Chromite	6047
Pascoite	6048
Cobaltarthurite	6049
Waterhouseite	6050
Diopside	6051
Diopside	6052
Diopside	6053
Enstatite	6054
Enstatite	6055
Fluoropargasite	6056
Wiluite	6057
Scawtite	6058
Spurrite	6059
Tilleyite	6060
Oxykinoshitalite	6061
Nickelalumite	6062
Olgite	6063
Olgite	6064
Polyphite	6065
Sobolevite	6066
Holfertite	6067
Olenite	6068
Allanite-(La)	6069
Johnsenite-(Ce)	6070
Gabrielite	6071
Lillianite	6072
Galenobismutite	6073
Kirkiite	6074
Gladite	6075
Gladite	6076
Gladite	6077
Gladite	6078
Salzburgite	6079
Paarite	6080
Krupkaite	6081
Lenaite	6082
Ba2[(UO2)2Ti2O8]	6083
Galenobismutite	6084
Galenobismutite	6085
Berryite	6086
Paderaite	6087
Paderaite	6088
Jagueite	6089
Chrisstanleyite	6090
Allochalcoselite	6091
Blixite	6092
Stronalsite	6093
Banalsite	6094
Banalsite	6095
Oftedalite	6096
Gorceixite	6097
Titanite	6098
Titanite	6099
Titanite	6100
Titanite	6101
Pyrophanite	6102
Pyrophanite	6103
Pyrophanite	6104
Pyrophanite	6105
Pyrophanite	6106
Geikielite	6107
Geikielite	6108
Qaqarssukite-(Ce)	6109
BeV1.5Ti1.5O6	6110
Ferro-axinite	6111
Axinite-(Fe)	6112
Tremolite	6113
Tremolite	6114
Magnesiokatophorite	6115
Magnesiokatophorite	6116
Brandtite	6117
Collinsite	6118
Fairfieldite	6119
Billietite	6120
Ferricopiapite	6121
Magnesiocopiapite	6122
Hg3S2Cl1.5Br.5	6123
Hg3S2Cl1.54Br.46	6124
Hg3S2Br1.5Cl.5	6125
Hg3S2Br1.5Cl.5	6126
Senkevichite	6127
Vlasovite	6128
Wyartite	6129
Sn6SiO8	6130
Sn6SiO8(OH2)	6131
Catamarcaite	6132
Dadsonite	6133
Dadsonite	6134
Vesuvianite	6135
Fluoro-edenite	6136
Tassieite	6137
Tassieite	6138
Gillardite	6139
Pearceite	6140
Pearceite	6141
Pearceite	6142
Kudriavite	6143
Leningradite	6144
Melanterite	6145
K(NpO2)(PO4)(H2O)3	6146
Na(NpO2)(PO4)(H2O)3	6147
Rb(NpO2)(PO4)(H2O)3	6148
NH4(NpO2)(PO4)(H2O)3	6149
Pauflerite	6150
Parageorgbokiite	6151
Kampfite	6152
Djerfisherite	6153
Vavrinite	6154
Pizgrischite	6155
Delindeite	6156
Demartinite	6157
Martinite	6158
Tvalchrelidzeite	6159
Magneiosadanagaite	6160
Potassic-ferrisadanagaite	6161
Faizievite	6162
Co0.75K0.5SU2O13H6	6163
Mn0.75K0.5SU2O13H6	6164
Ni0.75K0.5SU2O13H6	6165
Zn0.75K0.5SU2O13H6	6166
Gaudefroyite	6167
Gaudefroyite	6168
Gaudefroyite	6169
Gaudefroyite	6170
Gaudefroyite	6171
Gaudefroyite	6172
Gaudefroyite	6173
Gaudefroyite	6174
Gaudefroyite	6175
Gaudefroyite	6176
Gaudefroyite	6177
Gaudefroyite	6178
Gaudefroyite	6179
Mckelveyite-(Y)	6180
Laphamite	6181
Laphamite	6182
Barytolamprophyllite	6183
Tundrite-(Ce)	6184
Cervandonite-(Ce)	6185
Knasibfite	6186
Cupromakovickyite	6187
Makovickyite	6188
Nalivkinite	6189
Pertlikite	6190
Szaibelyite	6191
Magnesiopascoite	6192
Martyite	6193
Thermessaite	6194
Hephaistosite	6195
Marianoite	19475
Hibschite	19474
Nabalamprophyllite	19470
Nacareniobsite-(Ce)	19480
Niveolanite	6196
Kolitschite	6197
Lasalite	6198
Anorthoclase	6199
Anorthoclase	6200
Anorthoclase	6201
Nepheline	6202
Nepheline	6203
Nepheline	6204
Nepheline	6205
Nepheline	6206
Nepheline	6207
Nepheline	6208
Nepheline	6209
Tremolite	6210
Sodalite	6211
Quartz	6212
Meionite	6213
Scapolite	6214
Scapolite	6215
Scapolite	6216
Scapolite	6217
Scapolite	6218
Scapolite	6219
Scapolite	6220
Scapolite	6221
Scapolite	6222
Scapolite	6223
Scapolite	6224
Scapolite	6225
Scapolite	6226
Scapolite	6227
Scapolite	6228
Scapolite	6229
Scapolite	6230
Scapolite	6231
Marialite	6232
Marialite	6233
Marialite	6234
Marialite	6235
Marialite	6236
Marialite	6237
Marialite	6238
Marialite	6239
Marialite	6240
Marialite	6241
Marialite	6242
Jadeite	6243
Jadeite	6244
Jadeite	6245
Jadeite	6246
Jadeite	6247
Jadeite	6248
Jadeite	6249
Jadeite	6250
Jadeite	6251
Jadeite	6252
Jadeite	6253
Jadeite	6254
Jadeite	6255
Jadeite	6256
Jadeite	6257
Jadeite	6258
Jadeite	6259
Jadeite	6260
Jadeite	6261
Jadeite	6262
Jadeite	6263
Jadeite	6264
Jadeite	6265
Jadeite	6266
Jadeite	6267
Jadeite	6268
Jadeite	6269
Jadeite	6270
Jadeite	6271
Chovanite	6272
Chovanite	6272
Proudite	6273
Pasavaite	6274
Montetrisaite	6275
Krivovichevite	6276
Burgessite	6277
Ercitite	6278
Lalondeite	6279
Bussyite-(Ce)	6285
Panichiite	6286
Steropesite	6287
Perovskite	6288
Cs3YSi8O19	6289
BaKYSi2O7	6290
(H3O)Fe(SO4)2	6291
Rhomboclase	6292
Khaidarkanite	19201
Linarite	6293
Caledonite	6294
Mosandrite	6295
Fluoro-potassichastingsite	6296
Tschermakite	6297
Groatite	6298
Brontesite	6299
Aragonite	6300
Aragonite	6301
Aragonite	6302
Strontianite	6303
Cerussite	6304
Witherite	6305
Witherite	6306
Fizelyite	6307
Zangboite	6308
Niobophyllite	6309
Kupletskite-(Cs)	6310
Sn-Rich Astrophyllite	6311
Roumaite	6312
Devitoite	6313
Punkaruaivite	6314
KSrScSi2O7	6315
NaBaScSi2O7	6316
RbBaScSi3O9	6317
Nepheline	6318
Nepheline	6319
Nepheline	6320
Alfredstelznerite	6321
Angelaite	6325
Galenobismutite	6326
Billingsleyite	6324
Londonite	6327
Alflarsenite	6328
Rogermitchellite	6329
Paraershovite	6330
Carbobystrite	6331
Pyracmonite	6332
Adranosite	6333
Coquimbite	6334
Coquimbite	6335
Coquimbite	6336
Aluminocoquimbite	6337
Dantopaite	6280
Cannizzarite	6281
Beryl	6282
Beryl	6283
Plumbojarosite	6284
Cosalite	17816
Cosalite	17817
Cosalite	17818
Cosalite	17819
Cosalite	17820
Cosalite	17821
Watkinsonite	17825
SnSb4S7	17824
Ag2.25Pb2.5Bi4.25S10	17871
Atheneite	17797
Slavkovite	17870
Aragonite	17827
Aragonite	17828
Aragonite	17829
Aragonite	17830
Aragonite	17831
Aragonite	17832
Aragonite	17833
Aragonite	17834
Aragonite	17835
Aragonite	17836
Aragonite	17837
Aragonite	17838
Aragonite	17839
Aragonite	17840
Aragonite	17841
Aragonite	17842
Aragonite	17843
Aragonite	17844
Aragonite	17845
Aragonite	17846
Aragonite	17847
Aragonite	17848
Calcite	17849
Calcite	17850
Calcite	17851
Calcite	17852
Calcite	17853
Calcite	17854
Calcite	17855
Calcite	17856
Calcite	17857
Calcite	17858
Calcite	17859
Calcite	17860
Calcite	17861
Calcite	17862
Calcite	17863
Calcite	17864
Calcite	17865
Calcite	17866
Calcite	17867
Calcite	17868
Calcite	17869
Ammineite	18300
Perkovaite	18301
Bariopharmacosiderite	19789
Bariopharmacosiderite	19790
Natropharmacosiderite	19791
Strontiofluorite	18325
Dravite	18457
Fluor-dravite	18741
Fluor-liddicoatite	18406
Fluor-liddicoatite	18407
Fluor-liddicoatite	18408
Fluor-liddicoatite	18409
Fluor-liddicoatite	18410
Fluor-liddicoatite	18411
Fluor-liddicoatite	18412
Fluor-liddicoatite	18413
Fluor-liddicoatite	18414
Fluor-liddicoatite	18415
Fluor-liddicoatite	18416
Fluor-liddicoatite	18417
Fluor-liddicoatite	18418
Fluor-liddicoatite	18419
Fluor-liddicoatite	18420
Fluor-liddicoatite	18421
Fluor-liddicoatite	18422
Fluor-liddicoatite	18423
Fluor-liddicoatite	18424
Fluor-liddicoatite	18425
Fluor-liddicoatite	18426
Fluor-liddicoatite	18427
Fluor-liddicoatite	18428
Fluor-liddicoatite	18429
Fluor-liddicoatite	18430
Fluor-liddicoatite	18431
Fluor-liddicoatite	18432
Fluor-liddicoatite	18433
Fluor-liddicoatite	18434
Fluor-liddicoatite	18435
Fluor-liddicoatite	18436
Fluor-liddicoatite	18437
Fluor-liddicoatite	18438
Fluor-liddicoatite	18439
Fluor-liddicoatite	18440
Fluor-liddicoatite	18441
Fluor-liddicoatite	18442
Fluor-liddicoatite	18443
Fluor-liddicoatite	18444
Fluor-liddicoatite	18445
Fluor-liddicoatite	18446
Fluor-liddicoatite	18447
Fluor-liddicoatite	18448
Fluor-liddicoatite	18449
Fluor-liddicoatite	18450
Fluor-liddicoatite	18451
Marialite	18479
Ferroericssonite	18382
Rakovanite	18383
Volaschioite	18472
Fluornatromicrolite	18462
Litochlebite	18384
Nisnite	18385
Sibirskite	18463
Parasibirksite	18464
Parasibirskite	18465
Priceite	18466
Sanjuanite	18459
Huemulite	18460
Huemulite	18461
Georgerobinsonite	18387
Rruffite	18388
Ondrusite	18389
Chalcopyrite	18622
Chalcopyrite	18623
Lizardite	18972
Lizardite	18973
Lizardite	18974
Lizardite	18975
Lizardite	18976
Lizardite	18977
Vladimirite	18559
Vladimirite	18560
Whitlockite	18920
Bobdownsite	18921
Bobdownsite	18922
Bertossaite	18635
Zippeite	18658
Fluornatromicrolite	18616
Gagarinite-(Ce)	18644
Klochite	18643
Ellingsenite	18739
Th2[BO4][PO4]	18624
Manitobaite	18618
Manitobaite	18619
Gunterite	18627
Hughesite	18981
Cavansite	18620
Cavansite	18621
Clinometaborite	18577
Cancrisilite	18867
Cancrinite	18868
Cancrinite	18869
Cancrinite	18870
Cancrinite	18871
Cancrinite	18872
Cancrinite	18873
Cancrinite	18874
Cancrinite	18875
Cancrinite	18876
Magnesiotaaffeite-2N'2S	19041
Postite	19040
Kottenheimite	19043
Canfieldite	19044
Krennerite	19042
U8Cs2Se4Ni3O48(H2O)4	19085
U8Cs2Se4Co3O52	19086
U4Cs2Se2O24	19087
U7Se4Cs2O39	19088
U6Se4O40Li4	19089
U4Cs2Se5O25	19090
Tarbagataite	19039
Boulangerite	19191
Berthierite	19205
Berthierite	19206
Berthierite	19207
Berthierite	19208
Berthierite	19209
Berthierite	19210
Berthierite	19211
Boulangerite	19740
Boscardinite	19212
Guettardite	19213
Eldragonite	19204
Cupromakopavonite	19215
Cuproneyite	19214
Eclarite	19708
Cannizzarite	19197
Sn12In19(Se,S)41	19198
Roxbyite	19199
Jacutingaite	19200
Arsenopyrite	19195
Kirchhoffite	19219
Hiortdahlite	19216
Wohlerite	19217
Hiortdahlite	19218
Carlgieseckeite-(Nd)	19705
Svyatoslavite	19485
Lavenite	19476
Normandite	19477
Hiortdahlite	19478
Wohlerite	19479
Angarfite	19585
Billwiseite	19765
Dravite	19716
Lithiophilite	19729
Lithiophilite	19730
Sicklerite	19731
Sicklerite	19732
Sicklerite	19733
Dumortierite	19559
Dumortierite	19560
Dumortierite	19561
Dumortierite	19562
Greenwoodite	19709
Laurentianite	19711
Cordylite-(La)	19703
Cordylite-(La)	19704
Zaccariniite	19702
Zavaliaite	19769
Lizardite	6338
Lizardite	6339
Nepheline	6340
Diopside	6341
Diopside	6342
Diopside	6343
Diopside	6344
Hedenbergite	6345
Diopside	6346
Diopside	6347
Diopside	6348
Diopside	6349
Diopside	6350
Diopside	6351
Diopside	6352
Diopside	6353
Diopside	6354
Diopside	6355
Milarite	6356
Milarite	6357
Muscovite	6358
Muscovite	6359
Roedderite	6360
Roedderite	6361
Quartz	6362
Quartz	6363
Quartz	6364
Quartz	6365
Quartz	6366
Quartz	6367
Quartz	6368
Quartz	6369
Quartz	6370
Quartz	6371
Quartz	6372
Quartz	6373
Quartz	6374
Quartz	6375
Quartz	6376
Quartz	6377
Quartz	6378
Senaite	6379
Burpalite	6380
Dachiardite-Ca	6381
Rhonite	6382
Rhonite	6383
Dewindtite	6384
Calcioancylite-(Nd)	6385
Strontiopiemontite	6386
Strontiopiemontite	6387
Prehnite	6388
Perlialite	6389
