##NAMES=Forsterite
##RRUFFID=R040018
##IDEAL CHEMISTRY=Mg_2_SiO_4_
##LOCALITY=Trudy's mine, San Carlos, Gila County, Arizona, USA
##OWNER=RRUFF
##SOURCE=Bob Downs
##DESCRIPTION=Green fragments from xenoliths in a basalt flow
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R040018
5.000,0.000
5.010,4.065
5.020, 0.023
5.030, 1.898
5.040, 23.462
5.050, 14.259
5.060, 12.728
5.070, 9.095
5.080, 9.802
5.090, 21.540
5.100, 15.299
5.110, 27.080
5.120, 23.875
5.130, 25.867
5.140, 2.317
5.150, 13.508
5.160, 38.343
5.170, 25.264
5.180, 16.139
5.190, 20.017
5.200, 9.898
5.210, 20.783
5.220, 6.693
5.230, 20.603
5.240, 11.514
5.250, 2.433
5.260, 19.460
5.270, 19.368
5.280, 23.277
5.290, 22.187
5.300, 17.101
5.310, 14.020
5.320, 12.939
5.330, 15.859
5.340, 2.780
5.350, 19.253
5.360, 17.161
5.370, 9.070
5.380, 16.980
5.390, 18.921
5.400, 22.862
5.410, 27.801
5.420, 27.739
5.430, 21.135
5.440, 18.062
5.450, 11.989
5.460, 20.918
5.470, 20.847
5.480, 9.777
5.490, 4.707
5.500, 34.637
5.510, 0.567
5.520, 11.499
5.530, 10.431
5.540, 16.364
5.550, 11.297
5.560, 28.237
5.570, 11.177
5.580, 7.118
5.590, 12.058
5.600, 15.179
5.610, 14.119
5.620, 9.060
5.630, 22.004
5.640, 17.946
5.650, 20.888
5.660, 6.831
5.670, 8.788
5.680, 21.729
5.690, 2.329
5.700, 6.614
5.710, 9.557
5.720, 3.500
5.730, 16.444
5.740, 13.389
5.750, 23.334
5.760, 14.314
5.770, 10.367
5.780, 15.298
5.790, 23.232
5.800, 26.165
5.810, 13.099
5.820, 15.033
5.830, 13.969
5.840, 16.905
5.850, 23.842
5.860, 2.221
5.870, 13.717
5.880, 5.655
5.890, 17.594
5.900, 25.534
5.910, 23.478
5.920, 18.484
5.930, 19.428
5.940, 8.373
5.950, 27.317
5.960, 9.261
5.970, 10.206
5.980, 45.152
5.990, 26.099
6.000, 17.046
6.010, 13.993
6.020, 20.942
6.030, 27.910
6.040, 6.860
6.050, 3.836
6.060, 17.787
6.070, 14.739
6.080, 31.692
6.090, 5.645
6.100, 3.598
6.110, 8.897
6.120, 28.849
6.130, 18.801
6.140, 23.754
6.150, 20.708
6.160, 10.662
6.170, 40.617
6.180, 2.572
6.190, 3.529
6.200, 1.437
6.210, 10.560
6.220, 2.518
6.230, 30.491
6.240, 11.470
6.250, 13.447
6.260, 1.421
6.270, 28.374
6.280, 15.332
6.290, 19.291
6.300, 13.286
6.310, 6.247
6.320, 6.210
6.330, 15.172
6.340, 0.119
6.350, 14.845
6.360, 35.953
6.370, 8.919
6.380, 13.885
6.390, 11.852
6.400, 11.819
6.410, 13.787
6.420, 19.755
6.430, 25.724
6.440, 27.694
6.450, 13.643
6.460, 11.613
6.470, 29.583
6.480, 24.554
6.490, 18.525
6.500, 2.497
6.510, 15.469
6.520, 0.558
6.530, 9.585
6.540, 2.626
6.550, 20.342
6.560, 35.311
6.570, 0.280
6.580, 8.249
6.590, 12.219
6.600, 25.189
6.610, 6.160
6.620, 9.131
6.630, 25.100
6.640, 12.069
6.650, 18.040
6.660, 23.011
6.670, 15.983
6.680, 9.955
6.690, 26.926
6.700, 16.899
6.710, 13.846
6.720, 6.819
6.730, 5.793
6.740, 21.767
6.750, 6.742
6.760, 7.717
6.770, 24.692
6.780, 15.668
6.790, 9.644
6.800, 12.619
6.810, 30.869
6.820, 21.845
6.830, 24.822
6.840, 1.202
6.850, 44.775
6.860, 14.753
6.870, 23.732
6.880, 9.712
6.890, 6.528
6.900, 4.508
6.910, 19.491
6.920, 21.474
6.930, 0.458
6.940, 3.441
6.950, 20.426
6.960, 15.410
6.970, 29.390
6.980, 5.370
6.990, 28.351
7.000, 21.332
7.010, 13.313
7.020, 7.296
7.030, 17.279
7.040, 14.263
7.050, 0.470
7.060, 23.348
7.070, 11.333
7.080, 1.318
7.090, 0.696
7.100, 6.290
7.110, 20.277
7.120, 16.264
7.130, 7.251
7.140, 18.238
7.150, 15.226
7.160, 17.214
7.170, 12.202
7.180, 34.191
7.190, 12.181
7.200, 31.172
7.210, 5.837
7.220, 14.152
7.230, 37.142
7.240, 5.133
7.250, 13.123
7.260, 42.114
7.270, 28.106
7.280, 22.098
7.290, 25.091
7.300, 19.084
7.310, 11.075
7.320, 8.067
7.330, 12.060
7.340, 4.053
7.350, 1.047
7.360, 8.040
7.370, 22.035
7.380, 21.029
7.390, 19.024
7.400, 30.928
7.410, 9.923
7.420, 12.969
7.430, 30.964
7.440, 5.960
7.450, 3.956
7.460, 10.951
