5.0000	55.133
5.0600	48.638
5.1200	44.603
5.1800	55.656
5.2400	26.270
5.3000	49.257
5.3600	47.447
5.4200	60.293
5.4800	35.938
5.5400	60.050
5.6000	41.707
5.6600	38.714
5.7200	53.046
5.7800	56.164
5.8400	52.946
5.9000	83.425
5.9600	55.778
6.0200	58.195
6.0800	60.001
6.1400	69.288
6.2000	89.629
6.2600	71.047
6.3200	73.704
6.3800	73.242
6.4400	83.150
6.5000	76.532
6.5600	83.091
6.6200	55.653
6.6800	59.948
6.7400	54.386
6.8000	63.471
6.8600	59.269
6.9200	51.159
6.9800	57.126
7.0400	54.968
7.1000	47.357
7.1600	58.819
7.2200	58.890
7.2800	55.221
7.3400	53.817
7.4000	39.345
7.4600	48.507
7.5200	47.024
7.5800	55.788
7.6400	46.057
7.7000	46.007
7.7600	47.543
7.8200	48.470
7.8800	40.825
7.9400	63.759
8.0000	47.318
8.0600	43.098
8.1200	44.796
8.1800	41.353
8.2400	31.360
8.3000	61.343
8.3600	34.455
8.4200	61.539
8.4800	41.337
8.5400	50.744
8.6000	62.340
8.6600	57.936
8.7200	46.739
8.7800	42.300
8.8400	57.776
8.9000	63.764
8.9600	49.353
9.0200	56.506
9.0800	42.736
9.1400	57.228
9.2000	40.306
9.2600	60.763
9.3200	59.680
9.3800	66.056
9.4400	54.306
9.5000	71.424
9.5600	64.512
9.6200	68.372
9.6800	60.963
9.7400	58.677
9.8000	66.356
9.8600	67.791
9.9200	68.251
9.9800	59.747
10.040	61.396
10.100	58.038
10.160	56.618
10.220	76.463
10.280	53.597
10.340	72.892
10.400	56.414
10.460	68.580
10.520	46.912
10.580	85.262
10.640	69.987
10.700	64.828
10.760	85.302
10.820	68.453
10.880	75.942
10.940	87.837
11.000	82.742
11.060	63.109
11.120	66.064
11.180	72.461
11.240	75.431
11.300	72.237
11.360	67.805
11.420	70.363
11.480	70.520
11.540	84.680
11.600	87.652
11.660	90.151
11.720	77.364
11.780	78.464
11.840	73.470
11.900	96.477
11.960	83.128
12.020	82.220
12.080	85.426
12.140	82.685
12.200	71.142
12.260	84.029
12.320	96.910
12.380	99.833
12.440	83.899
12.500	76.992
12.560	103.39
12.620	94.369
12.680	83.879
12.740	132.47
12.800	83.372
12.860	88.006
12.920	100.17
12.980	87.190
13.040	107.61
13.100	107.74
13.160	102.28
13.220	87.195
13.280	91.973
13.340	88.223
13.400	102.27
13.460	104.80
13.520	114.84
13.580	109.46
13.640	108.65
13.700	102.50
13.760	92.264
13.820	110.24
13.880	94.499
13.940	85.667
14.000	106.84
14.060	108.56
14.120	93.860
14.180	105.05
14.240	101.67
14.300	100.88
14.360	103.60
14.420	92.032
14.480	104.21
14.540	97.928
14.600	122.22
14.660	118.24
14.720	104.08
14.780	108.20
14.840	87.216
14.900	117.43
14.960	127.67
15.020	119.82
15.080	112.20
15.140	112.74
15.200	89.115
15.260	97.600
15.320	128.05
15.380	138.25
15.440	114.71
15.500	88.637
15.560	116.97
15.620	114.01
15.680	150.82
15.740	93.983
15.800	144.25
15.860	91.232
15.920	118.22
15.980	101.85
16.040	90.527
16.100	124.71
16.160	155.16
16.220	106.86
16.280	137.98
16.340	123.48
16.400	107.05
16.460	126.89
16.520	108.48
16.580	134.18
16.640	98.743
16.700	106.22
16.760	125.38
16.820	117.69
16.880	132.46
16.940	118.34
17.000	122.94
17.060	105.31
17.120	119.52
17.180	111.83
17.240	114.42
17.300	118.28
17.360	121.55
17.420	86.878
17.480	101.21
17.540	123.47
17.600	119.00
17.660	124.11
17.720	132.71
17.780	91.785
17.840	91.309
17.900	133.38
17.960	136.79
18.020	139.78
18.080	124.25
18.140	115.09
18.200	113.89
18.260	147.71
18.320	106.59
18.380	124.10
18.440	107.19
18.500	135.58
18.560	97.827
18.620	122.57
18.680	118.66
18.740	109.27
18.800	121.33
18.860	137.27
18.920	100.73
18.980	121.41
19.040	119.20
19.100	119.07
